,index,Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
443,4856820,1617115440,58957.8,58977.29,58935.1,58972.59,5.45758752,321769.97584,58958.280497
444,4856821,1617115500,58956.07,59000.0,58941.88,58997.12,1.81662639,107172.21498,58995.187769
445,4856822,1617115560,59000.0,59039.61,58974.87,58974.87,3.09487397,182679.77636,59026.563968
446,4856823,1617115620,58959.08,58976.9,58921.62,58921.62,2.06163262,121533.14852,58949.954197
447,4856824,1617115680,58929.7,58932.21,58888.31,58888.31,3.41701873,201312.92843,58914.786349
448,4856825,1617115740,58899.85,58927.5,58885.59,58885.59,0.6136674,36141.284048,58893.928614
449,4856826,1617115800,58875.0,58900.3,58842.75,58863.19,1.14445958,67393.391951,58886.65107
450,4856827,1617115860,58859.69,58882.69,58859.15,58864.59,0.42475342,25003.126496,58865.038675
451,4856828,1617115920,58864.59,58874.54,58844.55,58844.55,0.1736634,10220.858222,58854.417351
452,4856829,1617115980,58860.98,58864.12,58843.86,58864.12,0.37781053,22235.335202,58853.137846
453,4856830,1617116040,58855.51,58887.57,58854.76,58860.02,0.59693563,35138.968423,58865.590622
454,4856831,1617116100,58881.69,58881.69,58850.0,58850.0,0.96182895,56614.753562,58861.561155
455,4856832,1617116160,58850.78,58850.78,58843.61,58845.54,1.1564922,68057.048637,58847.823303
456,4856833,1617116220,58832.28,58857.03,58808.08,58832.7,1.17861904,69338.385602,58830.193004
457,4856834,1617116280,58845.39,58848.46,58822.85,58848.46,0.36437696,21436.418396,58830.334377
458,4856835,1617116340,58839.56,58884.6,58839.56,58884.6,0.74960477,44116.532076,58853.056759
459,4856836,1617116400,58881.14,58941.59,58861.15,58910.9,0.71232707,41942.97823,58881.628955
460,4856837,1617116460,58904.18,58904.18,58822.89,58822.9,3.94803888,232242.81834,58824.855935
461,4856838,1617116520,58822.34,58822.34,58794.06,58794.06,0.13223389,7776.9055841,58811.743224
462,4856839,1617116580,58780.0,58780.0,58750.0,58750.0,3.27359324,192418.96531,58779.130823
463,4856840,1617116640,58757.17,58826.75,58757.17,58799.78,1.87717105,110341.66579,58780.826497
464,4856841,1617116700,58791.21,58833.64,58791.21,58828.03,2.07912057,122281.05013,58813.833069
465,4856842,1617116760,58850.79,58850.79,58835.39,58846.59,0.86925452,51144.515942,58837.215988
466,4856843,1617116820,58847.3,58847.75,58822.45,58834.94,3.51794669,206936.86686,58823.195772
467,4856844,1617116880,58858.25,58858.25,58825.41,58841.77,0.46680232,27466.203883,58839.047507
468,4856845,1617116940,58829.96,58857.8,58818.9,58854.76,0.98437376,57917.607391,58837.008608
469,4856846,1617117000,58850.05,58855.3,58832.48,58838.74,1.29967659,76477.028305,58843.122122
470,4856847,1617117060,58831.5,58847.34,58821.99,58832.28,1.03414736,60841.393877,58832.421984
471,4856848,1617117120,58836.87,58849.0,58821.65,58849.0,0.62522236,36783.024167,58831.907686
472,4856849,1617117180,58842.81,58842.81,58790.0,58790.0,1.23292603,72490.153582,58795.217083
473,4856850,1617117240,58787.08,58821.19,58779.98,58821.19,2.42255437,142420.39653,58789.34991
474,4856851,1617117300,58837.19,58888.71,58837.19,58878.67,0.97503339,57401.092184,58870.898958
475,4856852,1617117360,58878.67,58878.67,58857.87,58874.02,2.75694993,162307.24722,58872.032985
476,4856853,1617117420,58859.2,58873.78,58846.68,58873.78,0.32843865,19332.234431,58861.021475
477,4856854,1617117480,58873.78,58875.64,58862.2,58862.2,0.30368735,17877.877991,58869.353598
478,4856855,1617117540,58898.32,58921.1,58882.45,58900.8,2.55525066,150482.30849,58891.407738
479,4856856,1617117600,58898.66,58903.8,58860.86,58860.86,3.3184636,195425.37874,58890.318622
480,4856857,1617117660,58844.34,58844.34,58805.52,58805.52,1.66667467,98037.122144,58821.990823
481,4856858,1617117720,58814.41,58814.41,58785.2,58785.2,0.19375482,11391.475137,58793.24776
482,4856859,1617117780,58802.14,58802.14,58763.1,58763.1,4.3366955,254897.07473,58776.797848
483,4856860,1617117840,58766.29,58774.99,58745.78,58746.59,5.82280241,342214.07068,58771.369279
484,4856861,1617117900,58744.56,58745.39,58735.0,58735.0,0.4279794,25138.174273,58736.879096
485,4856862,1617117960,58744.56,58773.33,58732.49,58746.24,2.37730556,139654.98562,58745.071719
486,4856863,1617118020,58746.24,58805.82,58740.9,58805.82,4.66529792,274198.12769,58773.980224
487,4856864,1617118080,58801.55,58805.07,58776.14,58796.28,2.53871018,149278.97265,58801.108463
488,4856865,1617118140,58776.14,58776.14,58740.93,58741.74,4.44333334,261091.44429,58760.264944
489,4856866,1617118200,58741.74,58760.4,58740.93,58740.94,0.61501808,36132.341774,58750.048086
490,4856867,1617118260,58741.11,58741.11,58700.0,58713.83,6.10019134,358226.69134,58723.845102
491,4856868,1617118320,58716.76,58724.13,58700.0,58724.13,1.65601841,97223.198031,58709.00797
492,4856869,1617118380,58724.13,58759.89,58724.13,58749.09,0.69006746,40529.848143,58733.168121
493,4856870,1617118440,58745.28,58745.28,58726.91,58735.84,0.41870606,24594.612562,58739.566756
494,4856871,1617118500,58709.62,58709.62,58699.48,58704.18,1.1744108,68945.407426,58706.380618
495,4856872,1617118560,58699.15,58700.6,58670.38,58681.03,2.00154669,117465.65307,58687.440895
496,4856873,1617118620,58699.15,58699.15,58670.52,58678.11,2.09966189,123214.38018,58682.962607
497,4856874,1617118680,58678.11,58678.11,58630.96,58630.96,7.22417317,423779.75501,58661.350584
498,4856875,1617118740,58630.1,58635.93,58619.46,58632.1,1.22587256,71874.220848,58631.070793
499,4856876,1617118800,58632.1,58699.15,58632.1,58690.33,4.60179685,270023.31124,58677.799139
500,4856877,1617118860,58687.33,58750.6,58685.93,58732.72,10.87665266,638719.67812,58723.919766
501,4856878,1617118920,58732.33,58737.98,58710.03,58710.03,0.56513664,33185.041078,58720.385
502,4856879,1617118980,58709.76,58729.87,58709.76,58729.87,5.96227726,350044.68335,58709.896921
503,4856880,1617119040,58728.42,58744.04,58727.08,58739.3,1.58208013,92926.123344,58736.673056
504,4856881,1617119100,58735.68,58743.95,58678.76,58688.05,2.91587113,171172.48221,58703.719946
505,4856882,1617119160,58694.89,58727.5,58692.09,58692.09,2.8896147,169651.5125,58710.772929
506,4856883,1617119220,58692.09,58697.43,58661.28,58666.73,0.95058036,55775.114456,58674.802051
507,4856884,1617119280,58676.36,58676.36,58622.9,58633.31,8.82819621,517612.67505,58631.759279
508,4856885,1617119340,58633.31,58636.32,58612.54,58636.32,6.57632199,385593.86678,58633.665956
509,4856886,1617119400,58636.32,58653.27,58508.71,58530.6,7.83400478,459146.33706,58609.40221
510,4856887,1617119460,58526.05,58557.72,58430.09,58492.11,19.17858337,1121670.0592,58485.553266
511,4856888,1617119520,58484.44,58551.05,58484.44,58538.33,12.0644407,705928.42979,58513.15012
512,4856889,1617119580,58519.26,58565.6,58513.1,58523.36,8.43166103,493535.61786,58533.617054
513,4856890,1617119640,58542.0,58569.71,58518.58,58535.69,2.35176247,137683.96596,58545.013672
514,4856891,1617119700,58535.6,58535.6,58496.91,58520.88,2.37009943,138671.79443,58508.85101
515,4856892,1617119760,58520.79,58570.33,58510.57,58548.24,3.190021,186722.80638,58533.409772
516,4856893,1617119820,58594.79,58623.57,58578.27,58601.52,5.80050524,339902.22948,58598.728114
517,4856894,1617119880,58619.17,58656.45,58596.72,58607.8,1.40845927,82564.943405,58620.753304
518,4856895,1617119940,58590.17,58599.96,58496.91,58514.65,2.23449492,130819.66873,58545.520763
519,4856896,1617120000,58514.65,58661.86,58511.68,58661.86,14.86967006,870852.42898,58565.686089
520,4856897,1617120060,58661.86,58665.36,58567.98,58655.64,0.80605307,47259.138506,58630.306447
521,4856898,1617120120,58629.29,58629.29,58538.09,58561.56,5.44293091,318692.19668,58551.578544
522,4856899,1617120180,58555.16,58555.16,58468.19,58477.66,1.32617949,77577.26401,58496.805745
523,4856900,1617120240,58477.66,58507.28,58445.17,58500.51,2.7178164,158969.30614,58491.554521
524,4856901,1617120300,58486.27,58507.05,58470.41,58507.05,0.91752279,53654.907954,58478.011161
525,4856902,1617120360,58490.17,58593.63,58490.17,58573.29,2.03000617,118866.45491,58554.725925
526,4856903,1617120420,58578.7,58601.73,58578.58,58596.15,1.15819516,67856.262561,58587.934835
527,4856904,1617120480,58580.41,58649.43,58580.41,58623.0,0.76434821,44802.749508,58615.626912
528,4856905,1617120540,58631.06,58717.25,58631.06,58709.65,1.20089078,70456.745678,58670.402714
529,4856906,1617120600,58709.49,58768.14,58709.49,58750.05,1.37650211,80833.796708,58724.063059
530,4856907,1617120660,58751.35,58751.35,58644.54,58644.54,9.34427248,548362.48519,58684.342346
531,4856908,1617120720,58641.7,58657.56,58621.48,58621.48,0.01466325,859.99764717,58649.865969
532,4856909,1617120780,58645.8,58668.86,58638.08,58668.86,0.62583547,36699.689835,58641.115108
533,4856910,1617120840,58699.05,58716.78,58667.17,58698.95,0.46190684,27118.155314,58709.144281
534,4856911,1617120900,58706.92,58706.92,58678.82,58678.82,0.12277491,7206.6909631,58698.401514
535,4856912,1617120960,58678.82,58723.3,58632.92,58632.92,1.29942714,76218.185858,58655.220837
536,4856913,1617121020,58640.62,58723.32,58640.62,58723.32,0.44977829,26390.135018,58673.65234
537,4856914,1617121080,58734.37,58749.17,58724.19,58729.19,1.7473213,102626.47192,58733.600923
538,4856915,1617121140,58718.69,58718.92,58658.78,58699.29,0.92011153,53988.295815,58675.817066
539,4856916,1617121200,58693.4,58699.28,58657.0,58662.56,1.28832109,75598.395023,58679.777588
540,4856917,1617121260,58645.91,58655.7,58629.68,58629.68,1.02698497,60228.237959,58645.685885
541,4856918,1617121320,58652.31,58682.05,58637.41,58637.41,0.67866384,39816.318203,58668.689646
542,4856919,1617121380,58665.59,58666.84,58600.0,58600.0,2.20640369,129389.32125,58642.63273
543,4856920,1617121440,58600.0,58602.99,58585.38,58602.99,0.62853674,36829.025852,58594.865674
544,4856921,1617121500,58607.79,58638.93,58544.8,58638.93,1.91145609,111969.59001,58578.164887
545,4856922,1617121560,58669.64,58709.93,58649.54,58649.54,1.48796894,87283.696025,58659.622307
546,4856923,1617121620,58659.36,58727.17,58650.29,58717.93,0.4715132,27666.955444,58676.947843
547,4856924,1617121680,58700.0,58750.56,58700.0,58746.28,3.40811241,200154.40433,58728.815324
548,4856925,1617121740,58736.42,58736.42,58694.19,58700.0,2.54351081,149317.63605,58705.327873
549,4856926,1617121800,58700.0,58729.44,58646.33,58724.96,6.53884643,383601.58655,58665.024581
550,4856927,1617121860,58724.96,58724.96,58700.07,58724.51,0.68661014,40315.262304,58716.3806
551,4856928,1617121920,58700.0,58725.04,58683.06,58695.72,1.50131401,88154.123904,58717.978595
552,4856929,1617121980,58716.35,58724.47,58681.61,58724.47,0.46105398,27061.118812,58694.035808
553,4856930,1617122040,58704.68,58711.87,58648.32,58653.39,1.66695792,97792.529131,58665.265606
554,4856931,1617122100,58653.94,58673.32,58649.48,58673.32,0.91357728,53587.089816,58656.329343
555,4856932,1617122160,58687.98,58693.98,58665.52,58670.61,0.87904462,51576.583219,58673.453026
556,4856933,1617122220,58694.58,58694.58,58647.37,58647.37,0.14148622,8299.7564099,58661.235065
557,4856934,1617122280,58646.8,58679.65,58646.8,58678.36,0.53493243,31380.53489,58662.614435
558,4856935,1617122340,58697.17,58697.17,58680.99,58680.99,0.20218248,11864.849537,58683.865869
559,4856936,1617122400,58693.71,58693.71,58646.8,58646.81,0.01788,1049.0082417,58669.364748
560,4856937,1617122460,58646.81,58646.81,58595.66,58614.97,0.64180095,37612.322906,58604.342836
561,4856938,1617122520,58609.02,58642.14,58607.45,58616.54,0.68556003,40181.390242,58611.04569
562,4856939,1617122580,58635.41,58710.55,58635.41,58705.0,0.8076323,47374.597417,58658.621525
563,4856940,1617122640,58708.46,58708.46,58666.93,58678.53,0.49150789,28840.574501,58677.744728
564,4856941,1617122700,58675.77,58679.95,58651.62,58658.42,0.76801495,45060.560826,58671.463135
565,4856942,1617122760,58674.83,58707.5,58658.61,58697.5,0.2615536,15346.689752,58675.123385
566,4856943,1617122820,58722.17,58769.38,58722.17,58733.67,2.40451736,141264.12508,58749.471903
567,4856944,1617122880,58788.0,58841.28,58784.74,58826.61,11.44572386,672920.63614,58792.317932
568,4856945,1617122940,58821.56,58821.56,58785.19,58788.41,0.85800888,50443.361392,58791.188026
569,4856946,1617123000,58795.38,58802.96,58742.42,58742.42,1.08490747,63767.512665,58776.913634
570,4856947,1617123060,58747.62,58756.63,58724.11,58752.0,0.73267445,43033.26924,58734.502398
571,4856948,1617123120,58754.79,58778.46,58712.88,58727.7,0.7415582,43555.223893,58734.734365
572,4856949,1617123180,58735.35,58741.94,58706.53,58718.27,2.88891789,169680.48921,58734.964325
573,4856950,1617123240,58776.15,58776.15,58687.25,58687.25,1.00216265,58855.708031,58728.698411
574,4856951,1617123300,58701.78,58701.78,58701.78,58701.78,0.02162884,1269.6514073,58701.78
575,4856952,1617123360,58690.0,58690.0,58639.97,58656.87,1.13545416,66607.369611,58661.434303
576,4856953,1617123420,58663.13,58676.58,58639.49,58674.76,4.35166464,255283.3747,58663.384203
577,4856954,1617123480,58654.34,58671.79,58628.03,58635.79,0.97903888,57410.973472,58640.136408
578,4856955,1617123540,58664.23,58734.82,58653.63,58720.44,2.16522943,127044.48723,58674.838551
579,4856956,1617123600,58735.6,58789.0,58717.03,58717.03,1.01287714,59493.452414,58737.086725
580,4856957,1617123660,58735.91,58790.1,58717.16,58761.79,0.36679984,21557.586792,58772.072506
581,4856958,1617123720,58764.16,58824.76,58755.03,58824.76,1.90287285,111881.3866,58796.039156
582,4856959,1617123780,58797.57,58819.44,58750.33,58762.67,0.28457204,16722.453332,58763.514967
583,4856960,1617123840,58762.63,58762.67,58723.56,58738.55,1.84507877,108371.54862,58735.459094
584,4856961,1617123900,58790.97,58808.99,58756.03,58777.27,0.95360343,56051.223088,58778.336282
585,4856962,1617123960,58760.39,58775.98,58713.27,58713.27,3.19557783,187655.57922,58723.52019
586,4856963,1617124020,58704.88,58724.47,58704.66,58724.47,0.15644382,9184.1209671,58705.553004
587,4856964,1617124080,58706.19,58756.57,58706.19,58729.73,2.3915202,140454.25996,58730.116499
588,4856965,1617124140,58729.73,58736.68,58678.67,58682.68,4.49724479,264097.28281,58724.240094
589,4856966,1617124200,58678.49,58697.73,58678.49,58697.73,0.06199441,3638.0919003,58684.192661
590,4856967,1617124260,58743.43,58758.07,58728.81,58756.62,0.22178126,13027.105453,58738.531168
591,4856968,1617124320,58746.87,58788.95,58746.87,58782.24,0.50868398,29884.551991,58748.757904
592,4856969,1617124380,58764.24,58764.24,58724.33,58730.55,1.19464519,70180.160173,58745.609793
593,4856970,1617124440,58718.26,58737.43,58708.38,58737.43,0.36358086,21352.550131,58728.476883
594,4856971,1617124500,58724.21,58724.21,58708.75,58709.22,0.3664736,21517.414457,58714.773607
595,4856972,1617124560,58710.71,58760.02,58710.71,58760.02,1.8328671,107651.57554,58733.977788
596,4856973,1617124620,58779.91,58810.09,58774.45,58794.88,1.3742995,80786.033484,58783.426381
597,4856974,1617124680,58794.56,58828.28,58793.6,58828.28,0.26169229,15386.979932,58797.987253
598,4856975,1617124740,58845.75,58847.74,58796.05,58796.41,2.34835389,138115.32572,58813.676383
599,4856976,1617124800,58810.86,58884.83,58810.86,58877.8,0.78110275,45958.452805,58837.909359
600,4856977,1617124860,58848.67,58864.57,58830.95,58830.95,0.46255672,27221.3907,58849.843756
601,4856978,1617124920,58829.78,58835.65,58818.38,58819.13,0.15512256,9124.6464851,58822.175737
602,4856979,1617124980,58821.47,58849.9,58794.01,58839.47,0.41620595,24478.206044,58812.724911
603,4856980,1617125040,58859.69,58875.89,58859.69,58872.56,0.0108059,636.17010695,58872.477716
604,4856981,1617125100,58871.82,58871.82,58846.05,58846.05,0.02186746,1286.9470475,58852.150525
605,4856982,1617125160,58854.42,58854.42,58808.39,58808.39,1.36012706,80016.401108,58830.092762
606,4856983,1617125220,58824.88,58849.68,58820.19,58849.68,0.50528861,29725.777629,58829.304758
607,4856984,1617125280,58835.13,58842.02,58794.61,58804.03,0.59730704,35127.74068,58810.190283
608,4856985,1617125340,58814.7,58814.7,58785.5,58791.02,0.63730505,37468.038328,58791.372089
609,4856986,1617125400,58792.37,58810.0,58786.54,58786.54,0.98009726,57621.608575,58791.724992
610,4856987,1617125460,58807.75,58807.75,58784.48,58802.86,0.78504494,46158.438972,58797.193154
611,4856988,1617125520,58810.0,58810.0,58785.89,58785.89,0.02579576,1516.7888391,58799.928324
612,4856989,1617125580,58785.89,58824.47,58785.89,58824.47,0.52735972,31006.818121,58796.333783
613,4856990,1617125640,58818.82,58818.82,58803.9,58810.11,0.76577172,45036.076822,58811.360678
614,4856991,1617125700,58843.52,58865.22,58829.55,58865.22,0.53977963,31758.074658,58835.259601
615,4856992,1617125760,58868.48,58870.36,58856.7,58856.7,0.51376642,30240.789776,58860.969886
616,4856993,1617125820,58885.0,58885.0,58829.2,58847.09,1.62728207,95806.356588,58875.076641
617,4856994,1617125880,58848.12,58859.13,58848.12,58851.45,0.3396957,19991.590142,58851.466599
618,4856995,1617125940,58853.7,58866.78,58836.67,58855.2,1.45902246,85865.932762,58851.686739
619,4856996,1617126000,58873.34,58879.91,58821.63,58823.07,0.30239294,17795.204296,58847.948949
620,4856997,1617126060,58823.77,58839.71,58823.77,58829.59,0.05705903,3356.6302507,58827.327607
621,4856998,1617126120,58829.59,58854.6,58811.83,58817.07,0.40810305,24008.272092,58828.945514
622,4856999,1617126180,58822.33,58831.73,58785.92,58808.93,2.56019045,150522.27595,58793.390137
623,4857000,1617126240,58800.69,58808.55,58773.76,58795.74,0.72968486,42900.731638,58793.506608
624,4857001,1617126300,58799.65,58814.73,58799.65,58814.73,0.02367,1391.9385155,58806.020934
625,4857002,1617126360,58831.39,58869.81,58831.39,58837.29,0.18759366,11039.850508,58849.806053
626,4857003,1617126420,58844.69,58863.49,58818.48,58827.64,3.50162866,206064.48543,58848.183356
627,4857004,1617126480,58814.04,58831.49,58797.54,58811.48,1.46828559,86353.581985,58812.52433
628,4857005,1617126540,58810.03,58815.47,58784.35,58809.27,0.58377906,34320.363213,58789.986768
629,4857006,1617126600,58832.42,58832.42,58796.35,58810.44,1.50113314,88279.05341,58808.276933
630,4857007,1617126660,58825.34,58825.34,58825.34,58825.34,0.07888,4640.1428192,58825.34
631,4857008,1617126720,58821.38,58845.69,58800.59,58845.69,1.80910497,106397.97655,58812.494752
632,4857009,1617126780,58799.87,58830.9,58799.87,58830.39,0.1791325,10536.419813,58819.141211
633,4857010,1617126840,58826.99,58826.99,58784.37,58784.37,0.1780345,10466.163843,58787.27911
634,4857011,1617126900,58796.57,58804.9,58755.38,58755.38,2.62323577,154156.23986,58765.682299
635,4857012,1617126960,58772.93,58772.93,58720.24,58743.92,1.58759325,93275.945563,58753.049978
636,4857013,1617127020,58731.58,58731.58,58673.96,58676.89,1.33801441,78534.490518,58694.801738
637,4857014,1617127080,58691.33,58758.66,58691.33,58747.34,1.51901187,89223.889631,58738.112185
638,4857015,1617127140,58755.03,58772.74,58709.82,58733.17,3.95359395,232222.08371,58736.958486
639,4857016,1617127200,58725.36,58754.82,58715.22,58747.94,0.49635858,29159.4928,58746.829359
640,4857017,1617127260,58773.82,58811.28,58773.82,58809.12,0.05649807,3321.3419392,58786.821199
