,index,Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
159,4856536,1617098400,58850.0,58911.0,58850.0,58900.0,23.434975,1379731.1325,58874.871107
160,4856537,1617098460,58900.0,58999.0,58875.62,58999.0,18.39395277,1083536.231,58907.198719
161,4856538,1617098520,58998.95,59138.6,58998.95,59087.83,27.02347823,1595567.9689,59043.767621
162,4856539,1617098580,59113.85,59160.0,59077.16,59134.99,10.17602325,601803.6249,59139.372043
163,4856540,1617098640,59123.29,59166.0,59071.25,59116.0,5.66614965,334921.71127,59109.224422
164,4856541,1617098700,59133.82,59180.0,59063.63,59086.3,4.97506999,294025.59159,59099.789989
165,4856542,1617098760,59067.03,59067.2,58977.0,59012.86,14.17244062,836656.10328,59034.017197
166,4856543,1617098820,59012.86,59099.92,59012.86,59088.15,19.41397063,1146598.1156,59060.464107
167,4856544,1617098880,59088.15,59089.78,59037.95,59037.95,7.51402789,443828.18963,59066.614621
168,4856545,1617098940,59062.88,59080.96,59022.17,59064.08,3.18332332,188019.63541,59063.945603
169,4856546,1617099000,59092.58,59106.1,59048.2,59072.2,2.87949699,170137.99686,59086.013095
170,4856547,1617099060,59070.71,59141.52,59041.89,59130.79,1.88544029,111385.39406,59076.595874
171,4856548,1617099120,59130.79,59178.69,59097.81,59097.81,3.62141531,214172.29196,59140.494427
172,4856549,1617099180,59111.69,59144.44,59094.9,59129.74,3.70435978,219029.27769,59127.431107
173,4856550,1617099240,59134.56,59147.4,59102.86,59129.39,2.24144614,132506.2195,59116.396837
174,4856551,1617099300,59129.38,59250.0,59071.65,59245.72,12.81940835,758774.50187,59189.510245
175,4856552,1617099360,59232.5,59313.72,59192.1,59284.16,9.00399443,533840.08136,59289.250511
176,4856553,1617099420,59296.49,59296.49,59197.52,59235.18,4.08592864,242097.11951,59251.431153
177,4856554,1617099480,59260.77,59289.26,59244.62,59280.19,1.05841578,62729.682819,59267.524166
178,4856555,1617099540,59280.19,59285.72,59200.0,59200.0,12.93784497,766507.41098,59245.369902
179,4856556,1617099600,59217.49,59249.17,59200.01,59238.64,14.99489828,887998.47115,59220.039681
180,4856557,1617099660,59247.65,59273.05,59234.71,59234.71,1.84320775,109219.33065,59255.030067
181,4856558,1617099720,59228.98,59280.48,59177.84,59177.84,4.10727083,243232.69762,59220.02899
182,4856559,1617099780,59174.97,59221.66,59162.12,59169.91,1.61541261,95597.838534,59178.588766
183,4856560,1617099840,59195.92,59204.55,59104.49,59182.62,7.61212547,450521.28623,59184.690006
184,4856561,1617099900,59182.62,59213.44,59150.15,59157.66,2.32298415,137468.49395,59177.542794
185,4856562,1617099960,59151.05,59151.05,59023.96,59060.12,0.60975697,36029.936826,59089.01185
186,4856563,1617100020,59060.8,59119.82,59053.63,59086.89,7.26020617,428831.64361,59066.042144
187,4856564,1617100080,59105.48,59111.55,59003.28,59003.28,1.41523105,83595.520301,59068.461154
188,4856565,1617100140,58990.35,59096.75,58979.83,59096.75,5.0623533,298764.83072,59016.985385
189,4856566,1617100200,59079.68,59082.64,59003.16,59012.16,0.4921136,29066.167622,59063.938941
190,4856567,1617100260,59001.6,59036.85,58997.59,59008.68,1.25149262,73854.23482,59012.920763
191,4856568,1617100320,58998.96,59026.25,58932.48,58932.48,1.93296563,114014.28739,58984.125541
192,4856569,1617100380,58932.48,59027.62,58924.4,58965.6,2.73899234,161555.68461,58983.620454
193,4856570,1617100440,58999.08,59017.14,58986.89,59011.82,1.80667817,106609.56992,59008.611326
194,4856571,1617100500,58993.39,59049.47,58993.39,59020.08,1.30059518,76786.784255,59039.726915
195,4856572,1617100560,59024.23,59024.23,59024.0,59024.0,0.22077146,13030.819432,59024.02164
196,4856573,1617100620,59027.93,59037.84,58943.84,58943.84,1.88238781,111041.99419,58989.966681
197,4856574,1617100680,58938.23,59000.0,58908.52,58949.65,9.97556632,588011.73954,58945.198767
198,4856575,1617100740,58949.65,58960.0,58939.11,58960.0,0.68386227,40315.503453,58952.665209
199,4856576,1617100800,58932.53,58932.53,58887.0,58898.38,0.77376151,45587.731698,58917.032068
200,4856577,1617100860,58874.75,58918.26,58861.87,58911.96,2.35640137,138746.67535,58880.748039
201,4856578,1617100920,58891.45,58910.58,58848.49,58859.5,18.87192738,1111081.6751,58874.838415
202,4856579,1617100980,58856.56,58880.99,58729.51,58736.85,3.23367366,190209.51739,58821.494494
203,4856580,1617101040,58740.3,58740.3,58600.0,58686.67,5.56333735,326327.19308,58656.732919
204,4856581,1617101100,58691.11,58822.81,58680.75,58815.83,4.76059655,279742.67458,58762.105051
205,4856582,1617101160,58837.51,58881.61,58837.48,58862.71,1.41081493,83048.147612,58865.373371
206,4856583,1617101220,58869.9,58983.37,58869.9,58963.14,2.67747581,157866.05194,58960.776172
207,4856584,1617101280,58963.14,58963.14,58886.89,58886.89,1.98523736,116924.18336,58896.828012
208,4856585,1617101340,58923.12,58923.12,58837.75,58837.75,0.74039284,43578.529353,58858.658538
209,4856586,1617101400,58867.93,58910.14,58867.93,58904.35,3.72138236,219184.51807,58898.682495
210,4856587,1617101460,58912.12,58915.0,58848.64,58886.06,0.40862066,24067.361512,58899.032448
211,4856588,1617101520,58878.43,58887.85,58878.43,58885.34,0.18312217,10783.079185,58884.618857
212,4856589,1617101580,58877.36,58887.18,58862.56,58862.56,0.1714938,10095.741653,58869.426492
213,4856590,1617101640,58876.8,58890.65,58862.23,58862.23,0.60013833,35337.330687,58881.975906
214,4856591,1617101700,58862.23,58896.45,58858.7,58883.17,7.95960351,468504.31109,58860.257361
215,4856592,1617101760,58857.9,58875.99,58850.8,58851.27,4.10802159,241812.46371,58863.484139
216,4856593,1617101820,58850.8,58858.52,58761.66,58800.0,5.1256711,301426.23297,58807.174142
217,4856594,1617101880,58840.28,58874.96,58828.6,58864.44,2.95401254,173884.61751,58863.872497
218,4856595,1617101940,58863.73,58875.0,58843.35,58860.79,0.82252319,48417.308655,58864.369107
219,4856596,1617102000,58851.08,58875.0,58851.08,58875.0,2.43539366,143377.43442,58872.385508
220,4856597,1617102060,58886.69,58900.0,58881.29,58900.0,1.3935037,82065.454563,58891.450782
221,4856598,1617102120,58900.0,58945.53,58900.0,58945.53,1.16883039,68855.394975,58909.654954
222,4856599,1617102180,58957.44,59004.37,58957.44,59001.3,4.19805121,247662.74441,58994.693496
223,4856600,1617102240,59004.37,59063.68,59004.37,59056.17,4.78725513,282640.88949,59040.281292
224,4856601,1617102300,59056.66,59061.51,58945.98,58973.56,2.02997064,119865.15723,59047.729494
225,4856602,1617102360,58976.14,58985.99,58927.83,58985.99,1.15126842,67875.785373,58957.393596
226,4856603,1617102420,58975.61,59004.06,58965.87,58985.63,0.50603871,29849.041182,58985.687443
227,4856604,1617102480,58975.23,59010.22,58975.23,58977.14,1.00781042,59446.757253,58986.051418
228,4856605,1617102540,58988.47,59100.0,58959.66,59100.0,5.95881234,351789.82802,59036.90332
229,4856606,1617102600,59092.02,59104.33,59041.67,59094.79,1.59995091,94513.389666,59072.680965
230,4856607,1617102660,59070.28,59101.22,59056.33,59061.47,0.69840666,41262.088372,59080.319153
231,4856608,1617102720,59028.84,59082.44,59003.42,59003.42,2.76715074,163379.25068,59042.410779
232,4856609,1617102780,59000.92,59042.03,58996.51,58996.51,0.44046456,25990.419898,59006.835641
233,4856610,1617102840,59014.21,59022.26,58991.02,59005.5,0.14274872,8421.5486799,58995.616072
234,4856611,1617102900,59040.63,59043.79,58973.66,58973.66,1.15605269,68212.691997,59004.829613
235,4856612,1617102960,58985.67,58997.49,58947.86,58960.17,2.05325909,121086.07298,58972.622388
236,4856613,1617103020,58955.44,59000.0,58948.54,59000.0,1.92031972,113240.61965,58969.669724
237,4856614,1617103080,58972.76,59000.0,58938.01,58943.94,0.5772753,34036.73411,58961.008916
238,4856615,1617103140,58927.03,58995.56,58917.2,58995.56,4.01186501,236588.90702,58972.300022
239,4856616,1617103200,58946.35,58964.11,58929.42,58950.83,0.14991267,8837.1945195,58948.950209
240,4856617,1617103260,58922.75,58961.46,58916.21,58961.46,0.49511182,29173.858163,58923.776376
241,4856618,1617103320,58939.14,58939.14,58905.62,58922.01,0.59722697,35185.395815,58914.613007
242,4856619,1617103380,58919.0,58943.05,58882.62,58885.93,1.4293921,84184.919386,58895.609809
243,4856620,1617103440,58891.26,58971.45,58891.26,58961.87,8.27938312,487833.73431,58921.507465
244,4856621,1617103500,58954.61,58965.45,58927.26,58931.19,3.18508484,187747.19815,58945.7448
245,4856622,1617103560,58923.46,58941.38,58908.24,58913.29,0.32082946,18900.66698,58911.881034
246,4856623,1617103620,58919.94,58942.01,58919.94,58939.77,0.06098314,3593.3153525,58923.095014
247,4856624,1617103680,58924.56,58945.12,58924.56,58945.12,0.13413834,7904.0890244,58924.905619
248,4856625,1617103740,58931.91,59000.0,58931.91,59000.0,0.27786923,16386.65754,58972.551729
249,4856626,1617103800,59000.0,59010.0,58984.71,59010.0,1.82870271,107893.31301,58999.919683
250,4856627,1617103860,59010.0,59049.95,58995.73,59041.96,14.37069655,848270.6583,59027.803931
251,4856628,1617103920,59041.73,59066.69,59013.19,59040.23,14.95749419,883214.25459,59048.276627
252,4856629,1617103980,59024.36,59050.57,58995.18,59024.32,14.12877352,834087.17982,59034.648594
253,4856630,1617104040,59015.42,59043.95,58985.09,59015.78,15.82365606,933902.88721,59019.412686
254,4856631,1617104100,59007.55,59033.46,58991.62,58991.62,3.57055263,210729.81716,59018.823973
255,4856632,1617104160,58991.62,59000.0,58906.63,58906.63,5.95678726,351321.89393,58978.418835
256,4856633,1617104220,58919.34,58934.78,58898.55,58931.67,2.41180655,142085.95595,58912.666917
257,4856634,1617104280,58920.0,58938.65,58896.95,58935.83,2.25842709,133063.8455,58918.813936
258,4856635,1617104340,58929.1,58995.84,58929.1,58957.95,1.25376725,73940.501959,58974.663725
259,4856636,1617104400,58975.46,58975.46,58949.93,58970.0,3.25725621,192080.4118,58970.004021
260,4856637,1617104460,58970.0,59058.55,58970.0,59050.57,5.07602831,299492.03888,59001.254641
261,4856638,1617104520,59050.0,59064.21,59007.03,59064.21,0.34750424,20518.66637,59045.801485
262,4856639,1617104580,59040.93,59071.47,59040.93,59066.86,0.07977937,4711.9049447,59061.696585
263,4856640,1617104640,59070.48,59070.48,59049.18,59049.18,0.88957791,52532.288531,59053.049699
264,4856641,1617104700,59055.09,59063.56,59053.07,59063.56,0.03681569,2174.2786848,59058.479817
265,4856642,1617104760,59054.8,59062.99,59032.95,59041.6,1.30595288,77105.626556,59041.660489
266,4856643,1617104820,59032.96,59037.46,58970.54,58999.51,8.61897735,508621.80843,59011.851148
267,4856644,1617104880,58999.5,59008.61,58958.53,58958.53,8.16831074,481863.96738,58991.875153
268,4856645,1617104940,58958.53,59073.4,58958.53,59022.93,10.28850891,607294.52648,59026.485936
269,4856646,1617105000,59052.67,59073.51,59031.05,59038.62,1.94682788,114974.23042,59057.213839
270,4856647,1617105060,59058.47,59073.51,59058.47,59069.29,2.47861609,146398.87602,59064.764651
271,4856648,1617105120,59072.35,59091.19,59061.35,59085.52,1.13049671,66788.448549,59078.852648
272,4856649,1617105180,59085.52,59194.99,59069.47,59172.85,1.82475286,107887.71356,59124.561975
273,4856650,1617105240,59178.77,59261.27,59173.1,59255.55,4.43090501,262402.24572,59220.914267
274,4856651,1617105300,59246.2,59284.28,59181.6,59270.5,7.75772382,459418.55627,59220.792971
275,4856652,1617105360,59260.46,59303.13,59184.85,59251.78,19.18490526,1136924.5689,59261.411695
276,4856653,1617105420,59236.72,59267.78,59203.56,59250.87,6.62306107,392332.25105,59237.299325
277,4856654,1617105480,59245.03,59283.44,59229.82,59257.5,5.49187129,325463.19393,59262.713335
278,4856655,1617105540,59278.6,59289.03,59247.81,59284.39,2.19975543,130361.41084,59261.774771
279,4856656,1617105600,59266.24,59309.14,59266.24,59298.0,2.80823283,166511.27939,59293.972212
280,4856657,1617105660,59300.2,59340.0,59300.2,59340.0,2.20068481,130537.47231,59316.75073
281,4856658,1617105720,59323.8,59344.38,59200.05,59261.89,6.54855626,388145.76345,59271.959809
282,4856659,1617105780,59235.95,59262.8,59226.08,59229.54,0.56349821,33378.436404,59234.325525
283,4856660,1617105840,59228.81,59312.68,59228.81,59299.42,3.72105345,220547.58153,59270.199822
284,4856661,1617105900,59283.45,59350.0,59271.24,59350.0,1.42172339,84315.895649,59305.414993
285,4856662,1617105960,59352.89,59388.66,59352.35,59357.88,6.67598441,396283.7094,59359.591794
286,4856663,1617106020,59355.58,59358.5,59323.41,59336.98,1.19631086,71003.920908,59352.400185
287,4856664,1617106080,59347.38,59384.37,59342.59,59371.86,6.88731075,408869.05362,59365.559136
288,4856665,1617106140,59346.18,59347.17,59290.0,59290.0,1.31337935,77908.692974,59319.261395
289,4856666,1617106200,59290.0,59296.71,59220.33,59220.33,2.34644378,139027.17741,59250.163414
290,4856667,1617106260,59200.0,59236.0,59113.36,59127.45,22.93335623,1357614.4111,59198.243708
291,4856668,1617106320,59194.81,59241.6,59177.0,59241.6,3.8448191,227659.98696,59212.145236
292,4856669,1617106380,59207.84,59246.17,59180.48,59180.48,0.88055911,52138.745979,59210.955161
293,4856670,1617106440,59197.1,59258.69,59197.1,59249.33,5.50066818,325653.41145,59202.518821
294,4856671,1617106500,59228.92,59228.92,59143.07,59143.07,0.65023217,38470.762426,59164.655642
295,4856672,1617106560,59155.32,59155.32,59101.18,59122.81,5.53572333,327272.92367,59120.173491
296,4856673,1617106620,59121.76,59128.28,59085.52,59128.28,4.34593329,256882.22401,59108.644076
297,4856674,1617106680,59110.26,59110.26,59032.45,59070.0,18.43752494,1089207.0844,59075.558568
298,4856675,1617106740,59068.99,59109.38,59035.62,59064.79,3.91681443,231356.79196,59067.590791
299,4856676,1617106800,59097.17,59160.31,59097.17,59145.62,0.58986907,34882.646768,59136.253352
300,4856677,1617106860,59160.23,59192.93,59146.26,59146.26,0.37120795,21964.076897,59169.198551
301,4856678,1617106920,59123.07,59150.03,59120.42,59150.03,0.62326773,36848.738125,59121.844998
302,4856679,1617106980,59125.17,59169.65,59125.17,59146.62,0.57531847,34033.849876,59156.53964
303,4856680,1617107040,59137.79,59171.93,59100.65,59100.65,2.79410549,165220.66834,59131.864896
304,4856681,1617107100,59120.86,59130.0,59072.12,59072.12,12.33856542,729505.50782,59124.013448
305,4856682,1617107160,59105.43,59111.99,59081.06,59110.17,0.23042484,13618.005072,59099.553122
306,4856683,1617107220,59121.82,59130.0,59121.82,59130.0,2.56492865,151663.78117,59129.824596
307,4856684,1617107280,59099.56,59120.04,59057.17,59065.39,1.92274022,113596.50322,59080.525824
308,4856685,1617107340,59075.28,59120.97,59075.28,59094.95,0.57761179,34136.412423,59099.230685
309,4856686,1617107400,59093.94,59140.58,59087.34,59106.91,1.95795843,115710.38591,59097.468125
310,4856687,1617107460,59137.18,59210.0,59137.18,59210.0,1.93947406,114757.81707,59169.555004
311,4856688,1617107520,59199.2,59199.2,59160.12,59166.89,0.44868106,26551.574881,59176.946048
312,4856689,1617107580,59179.79,59205.65,59176.0,59205.65,1.54726116,91574.268022,59184.751992
313,4856690,1617107640,59195.25,59210.0,59184.2,59193.16,0.79795513,47241.114102,59202.71996
314,4856691,1617107700,59205.99,59207.89,59102.75,59126.76,0.83018935,49113.564951,59159.47362
315,4856692,1617107760,59125.45,59125.45,59100.22,59113.84,0.76938206,45481.222426,59113.962738
316,4856693,1617107820,59119.56,59119.56,59054.24,59055.71,2.9325242,173257.07665,59081.209507
317,4856694,1617107880,59112.19,59127.35,59090.7,59101.36,1.9130966,113092.85743,59115.07941
318,4856695,1617107940,59100.0,59141.02,59080.94,59141.02,6.73546053,398172.56892,59115.864038
319,4856696,1617108000,59103.03,59240.44,59102.48,59222.47,4.35121239,257648.18706,59212.965025
320,4856697,1617108060,59240.44,59250.0,59206.85,59228.0,0.33758972,19998.431286,59238.863334
321,4856698,1617108120,59224.9,59246.99,59207.03,59232.79,1.13307348,67115.857739,59233.455662
322,4856699,1617108180,59209.63,59246.77,59204.14,59217.84,0.23171254,13722.75291,59223.177608
323,4856700,1617108240,59203.6,59239.03,59203.31,59207.69,0.58916713,34885.631853,59211.775532
324,4856701,1617108300,59228.18,59228.18,59167.32,59167.32,0.69895561,41370.977891,59189.707185
325,4856702,1617108360,59186.05,59186.05,59145.83,59176.33,0.44472371,26312.429631,59165.789994
326,4856703,1617108420,59170.59,59189.05,59161.37,59164.4,1.64670002,97438.653448,59172.072791
327,4856704,1617108480,59161.26,59179.51,59141.27,59179.51,0.85516264,50596.200165,59165.587689
328,4856705,1617108540,59186.45,59195.3,59168.4,59168.4,0.53741532,31805.736797,59182.787712
329,4856706,1617108600,59168.4,59168.4,59106.79,59113.51,0.92237467,54535.001945,59124.565883
330,4856707,1617108660,59120.14,59164.7,59120.14,59141.78,0.7557755,44687.60419,59128.14611
331,4856708,1617108720,59139.29,59194.14,59139.29,59172.59,0.30765597,18202.041457,59163.621812
332,4856709,1617108780,59172.71,59192.11,59152.33,59189.14,0.54080573,32003.097227,59176.697752
333,4856710,1617108840,59187.42,59225.19,59178.87,59225.19,0.28833033,17066.839578,59191.967691
334,4856711,1617108900,59215.26,59225.19,59169.67,59209.58,12.49708648,739564.96904,59178.991057
335,4856712,1617108960,59177.23,59200.66,59173.14,59178.87,5.58065787,330327.98256,59191.584621
336,4856713,1617109020,59171.86,59190.72,59171.86,59190.72,0.2301542,13620.728688,59180.88259
337,4856714,1617109080,59174.55,59187.77,59174.24,59180.76,2.29922477,136071.51926,59181.477617
338,4856715,1617109140,59180.36,59180.36,59137.56,59144.25,2.59038877,153220.94316,59149.786679
339,4856716,1617109200,59132.89,59250.0,59132.89,59245.1,7.86333144,465477.38189,59195.950908
340,4856717,1617109260,59241.5,59266.63,59217.41,59266.63,4.8409087,286819.99863,59249.20638
341,4856718,1617109320,59267.35,59267.35,59226.99,59253.6,0.98204872,58186.84192,59250.463582
342,4856719,1617109380,59233.06,59233.06,59162.23,59179.78,1.59760373,94568.315429,59193.849922
343,4856720,1617109440,59158.13,59172.37,59127.84,59152.75,1.08231776,64022.939403,59153.551544
344,4856721,1617109500,59158.95,59158.95,59037.71,59040.66,5.46109768,322848.20742,59117.823254
345,4856722,1617109560,59020.0,59068.6,58964.38,59068.6,3.57989259,211188.74585,58993.039747
346,4856723,1617109620,59041.13,59095.08,59037.85,59078.23,4.13421209,244161.8188,59058.85172
347,4856724,1617109680,59050.68,59050.68,58971.06,59014.06,1.3083688,77233.403077,59030.300231
348,4856725,1617109740,59029.85,59033.76,58973.61,58976.98,2.6906273,158757.76832,59003.998184
349,4856726,1617109800,58984.48,59091.89,58984.48,59022.98,4.65915804,275050.42149,59034.361816
350,4856727,1617109860,59023.16,59047.69,59004.76,59008.44,5.39169828,318270.95441,59029.815447
351,4856728,1617109920,59006.07,59014.41,58910.0,58935.91,4.92254918,290272.72533,58967.968569
352,4856729,1617109980,58941.42,59003.13,58914.46,58995.52,3.58594995,211447.9767,58965.679848
353,4856730,1617110040,58996.49,58996.49,58914.1,58934.23,4.41449626,260263.42059,58956.538925
354,4856731,1617110100,58934.23,58939.81,58862.96,58887.86,6.67039043,392931.70455,58906.852406
355,4856732,1617110160,58892.63,58942.6,58891.4,58935.18,1.78627448,105262.36833,58928.439894
356,4856733,1617110220,58962.53,59031.02,58957.22,59031.02,0.83385163,49168.177899,58965.139757
357,4856734,1617110280,59024.7,59051.03,59017.17,59023.29,5.38181629,317633.18912,59019.701158
358,4856735,1617110340,59022.99,59035.0,58999.4,58999.4,0.6186425,36505.640408,59009.266916
359,4856736,1617110400,59016.61,59035.0,58995.21,59030.0,2.45708594,144995.42483,59011.132849
360,4856737,1617110460,59025.14,59050.0,58999.26,59041.36,3.06702736,180985.80375,59010.169296
361,4856738,1617110520,59050.0,59135.25,59050.0,59127.92,5.53238707,327076.32513,59120.289486
362,4856739,1617110580,59127.92,59160.11,59093.04,59144.73,3.53517095,209012.16575,59123.637501
363,4856740,1617110640,59160.11,59168.6,59097.28,59097.28,0.79380487,46935.359051,59127.073699
364,4856741,1617110700,59087.49,59109.31,59087.49,59105.73,0.67503741,39894.391038,59099.52611
365,4856742,1617110760,59133.82,59142.68,59110.33,59138.47,0.09834173,5815.3458466,59134.060857
366,4856743,1617110820,59139.01,59154.93,59119.83,59134.24,1.85227005,109543.16171,59139.951925
367,4856744,1617110880,59134.24,59138.08,59104.52,59138.08,0.29863073,17658.710919,59132.263176
368,4856745,1617110940,59130.51,59139.91,59100.17,59126.14,2.84475152,168203.5311,59127.6707
369,4856746,1617111000,59126.14,59148.65,59109.35,59109.35,2.9756388,175956.99592,59132.511621
370,4856747,1617111060,59117.93,59134.09,59086.52,59086.52,1.37466814,81252.749874,59107.174677
371,4856748,1617111120,59085.49,59085.49,59034.17,59082.22,1.07892338,63722.595155,59061.279361
372,4856749,1617111180,59060.82,59060.82,59030.06,59030.06,1.26727256,74809.898326,59032.208767
373,4856750,1617111240,59030.06,59041.8,58965.66,58965.81,3.06196691,180729.89506,59024.117626
374,4856751,1617111300,58951.83,59086.17,58936.02,59057.77,7.00460311,413639.35861,59052.504776
375,4856752,1617111360,59008.67,59059.5,58993.17,59017.05,2.11044232,124531.33664,59007.221122
376,4856753,1617111420,59012.31,59029.47,58983.67,58983.67,1.03304314,60952.389232,59002.753004
377,4856754,1617111480,58990.82,59027.84,58966.48,59027.84,1.60517,94706.720376,59001.053082
378,4856755,1617111540,59035.31,59080.89,59026.68,59044.25,3.63807295,214838.21867,59052.751724
379,4856756,1617111600,59040.21,59068.2,59026.68,59057.66,2.82604717,166898.80549,59057.331833
380,4856757,1617111660,59057.66,59088.52,59020.45,59079.24,4.77858961,282243.45859,59064.176174
381,4856758,1617111720,59091.76,59103.61,59057.93,59057.93,4.42775862,261629.3467,59088.439356
382,4856759,1617111780,59044.83,59078.77,59024.56,59024.56,1.20458248,71143.263054,59060.516183
383,4856760,1617111840,59007.76,59034.06,58952.28,58980.16,2.73720946,161457.85595,58986.299115
384,4856761,1617111900,58992.35,59001.66,58947.39,58973.0,0.95000729,56016.910115,58964.716065
385,4856762,1617111960,58994.11,58994.11,58917.07,58917.07,1.99091166,117323.20637,58929.388343
386,4856763,1617112020,58959.97,58990.34,58943.84,58979.78,0.68523655,40403.219872,58962.441324
387,4856764,1617112080,58971.51,58986.66,58957.11,58957.11,0.58164255,34299.875558,58970.712439
388,4856765,1617112140,58943.68,58959.88,58923.9,58932.55,1.691185,99671.249088,58935.745698
389,4856766,1617112200,58940.89,58949.1,58904.81,58925.39,1.1623321,68497.229487,58930.859336
390,4856767,1617112260,58885.21,58912.46,58851.93,58911.89,0.82605021,48632.648868,58873.72012
391,4856768,1617112320,58914.29,58983.74,58914.29,58917.71,3.80283508,224107.93464,58931.804805
392,4856769,1617112380,58919.58,58919.58,58878.0,58900.52,1.1215497,66055.226285,58896.387994
393,4856770,1617112440,58897.66,58897.85,58818.68,58849.12,0.83364437,49057.128661,58846.590257
394,4856771,1617112500,58876.24,58878.25,58838.9,58838.9,1.35060643,79483.600932,58850.305438
395,4856772,1617112560,58856.14,58889.05,58834.11,58883.86,6.11058551,359638.43968,58854.988461
396,4856773,1617112620,58889.05,58931.2,58843.75,58923.81,1.83588913,108098.84124,58880.920135
397,4856774,1617112680,58927.2,58942.81,58905.13,58939.08,0.83152694,48991.074822,58917.002523
398,4856775,1617112740,58920.59,58924.14,58911.75,58921.57,1.78185118,104984.25729,58918.645096
399,4856776,1617112800,58911.69,58950.13,58910.07,58950.13,2.31089412,136142.51436,58913.350109
400,4856777,1617112860,58932.33,58932.33,58915.18,58924.65,0.33425397,19694.403742,58920.478167
401,4856778,1617112920,58915.07,58915.07,58858.4,58858.4,6.7690188,398535.24398,58876.368312
402,4856779,1617112980,58847.29,58847.29,58763.5,58820.0,3.90728776,229704.535,58788.742756
403,4856780,1617113040,58788.88,58813.37,58782.47,58799.06,2.94552318,173197.93117,58800.396598
404,4856781,1617113100,58800.3,58800.3,58743.75,58784.29,1.97588967,116123.00946,58769.986614
405,4856782,1617113160,58763.83,58763.83,58731.1,58746.29,0.29782352,17496.054478,58746.382682
406,4856783,1617113220,58726.67,58727.65,58676.33,58681.09,9.74030447,571711.47427,58695.441814
407,4856784,1617113280,58732.57,58756.6,58731.87,58747.01,2.86022206,168033.41724,58748.38167
408,4856785,1617113340,58715.35,58715.35,58675.13,58675.13,0.82690904,48528.193425,58686.253358
409,4856786,1617113400,58683.86,58686.48,58615.12,58643.7,5.02666238,294821.85235,58651.612155
410,4856787,1617113460,58641.3,58723.74,58641.3,58707.61,2.58906478,151946.9542,58687.969253
411,4856788,1617113520,58710.67,58761.67,58710.67,58742.16,1.79605564,105481.31827,58729.426817
412,4856789,1617113580,58759.2,58802.0,58740.44,58781.2,2.11844508,124533.78636,58785.468424
413,4856790,1617113640,58801.45,58805.36,58768.02,58802.65,1.46197217,85953.18702,58792.628741
414,4856791,1617113700,58811.12,58860.73,58785.0,58860.73,3.6705488,215911.84213,58822.768446
415,4856792,1617113760,58855.47,58855.47,58800.0,58800.81,2.41724301,142175.33213,58817.144797
416,4856793,1617113820,58800.98,58870.16,58800.98,58847.68,6.13693213,361140.52826,58847.078737
417,4856794,1617113880,58870.15,58870.15,58830.94,58835.51,5.21622349,306964.81915,58848.095703
418,4856795,1617113940,58846.95,58850.77,58784.2,58790.24,2.6689885,157003.41238,58825.061397
419,4856796,1617114000,58808.81,58810.29,58700.0,58736.74,5.86975699,344873.86699,58754.368806
420,4856797,1617114060,58728.76,58786.71,58688.63,58779.95,1.14300149,67161.029134,58758.479076
421,4856798,1617114120,58784.11,58784.11,58694.74,58694.74,0.53643381,31495.398473,58712.552949
422,4856799,1617114180,58702.02,58713.33,58670.0,58693.98,1.93957971,113806.20453,58675.703786
423,4856800,1617114240,58685.24,58777.43,58685.24,58777.43,0.82943031,48716.136819,58734.454519
424,4856801,1617114300,58799.01,58799.01,58730.34,58747.9,0.31910347,18747.480895,58750.476435
425,4856802,1617114360,58751.13,58825.89,58736.68,58825.89,1.71722858,100895.40975,58754.792997
426,4856803,1617114420,58814.4,58849.95,58808.56,58828.09,3.6253884,213281.73599,58830.037627
427,4856804,1617114480,58830.57,58849.8,58815.39,58835.62,1.08189972,63640.270264,58822.707029
428,4856805,1617114540,58849.61,58900.0,58849.61,58900.0,1.01089538,59499.986547,58858.698659
429,4856806,1617114600,58889.33,58907.08,58878.57,58878.57,0.03582,2109.0935588,58880.333857
430,4856807,1617114660,58843.45,58926.29,58834.77,58926.29,3.35552711,197719.05077,58923.395429
431,4856808,1617114720,58912.35,58925.71,58892.19,58892.19,1.91407156,112762.81241,58912.537424
432,4856809,1617114780,58897.47,58918.56,58896.3,58909.27,0.97781299,57595.59462,58902.464182
433,4856810,1617114840,58903.15,58914.8,58889.21,58889.21,2.85021228,167866.32533,58896.0782
434,4856811,1617114900,58889.21,58889.21,58845.12,58868.57,3.91682547,230593.23366,58872.481154
435,4856812,1617114960,58848.98,58889.24,58837.73,58850.95,1.56904924,92333.683225,58846.899683
436,4856813,1617115020,58869.93,58889.24,58867.94,58886.0,0.65922495,38810.96854,58873.634166
437,4856814,1617115080,58876.67,58887.07,58842.11,58858.1,0.45690726,26903.37263,58881.473299
438,4856815,1617115140,58844.09,58844.09,58831.92,58831.92,1.60814439,94615.046349,58834.919885
439,4856816,1617115200,58795.51,58857.55,58793.6,58857.55,1.39856167,82253.502414,58812.924863
440,4856817,1617115260,58844.0,58885.15,58844.0,58885.15,0.44377855,26125.744203,58871.128861
441,4856818,1617115320,58861.69,58874.99,58849.04,58866.43,0.05093082,2997.3901192,58852.186539
442,4856819,1617115380,58852.88,58979.71,58852.88,58969.42,4.01920031,236903.0625,58942.835446
